PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,Samplename,Subpopulation,Superpopulation,Gender
12.576594,-8.4271965,-28.841187,0.74861795,-2.1822429,-0.08855702,-0.6594014,-1.0803866,-3.1770973,7.4912906,NA19774,MXL,AMR,male
15.892077,-12.256958,-16.224169,-3.6595068,0.37232602,1.4499761,-1.2692089,0.0760889,-0.04744129,0.7773231,NA19776,MXL,AMR,female
18.233284,-11.737043,-23.862532,0.6329046,4.563044,-3.187773,0.42720526,-1.7202767,2.1519825,-0.19103865,NA19777,MXL,AMR,male
22.99294,-18.224756,-20.06619,1.0878557,-1.5018808,0.31928414,-2.4124987,0.24414086,0.41452456,-0.05313464,NA19779,MXL,AMR,female
16.000715,-29.26864,1.0444112,0.6395424,0.5783102,0.38117114,0.032406084,2.62083,-2.4849787,-0.6335172,NA19780,MXL,AMR,male
26.555588,-0.3410674,-37.53784,-0.76622814,0.16928364,-0.28086594,-0.29385707,0.48974785,-1.0495741,-0.44078434,NA19782,MXL,AMR,female
27.341803,2.398887,-46.081257,-0.2389122,0.15179639,0.097569294,-0.24446946,-0.378763,0.21979684,-0.24108857,NA19783,MXL,AMR,male
18.712399,-21.865673,-12.078816,-1.6840329,0.6092725,-2.2221224,0.6713329,0.8479996,0.7570937,2.7170928,NA19785,MXL,AMR,female
21.80065,-9.601969,-37.62213,-0.7562355,2.004775,-2.3124194,1.9933382,-0.94615674,-5.044025,0.07687661,NA19786,MXL,AMR,male
26.944103,3.22685,-49.03268,0.106989525,-0.013173501,0.10599897,0.4679127,0.3941802,0.23305695,-0.6896605,NA19788,MXL,AMR,female
15.902695,-11.1922455,-16.512907,-0.33799168,3.6190126,-2.8445313,-0.43363017,1.9971001,-2.9415827,0.49690595,NA19789,MXL,AMR,male
9.728735,-31.706429,12.784647,2.9817855,4.360243,1.0839298,-1.0602608,2.003547,2.282359,0.30848888,NA19792,MXL,AMR,male
21.115538,-15.815103,-19.104261,-0.72574365,0.14626649,0.8035338,1.0530571,-2.4474516,-0.4157333,-1.776765,NA19794,MXL,AMR,female
26.525173,-5.82834,-37.338406,-0.021962868,0.36126512,0.9024093,0.48173344,0.40091866,-0.4562172,-0.021439774,NA19795,MXL,AMR,male
28.739368,6.478986,-59.39322,0.27786982,0.10568556,0.597531,-0.03646104,0.90613043,0.65890557,0.10666205,MXB_10544,MXB,MXB,female
27.224087,9.6995735,-52.80148,1.1408104,-0.69453853,0.45055515,-1.281353,-0.4923323,-0.33536178,-0.88294756,MXB_10610,MXB,MXB,female
30.536512,9.21803,-59.570324,0.31441927,0.2762164,0.12169757,-0.12575543,0.048156,0.8813289,-0.25049165,MXB_11339,MXB,MXB,male
28.548433,8.592309,-57.624264,-0.25351074,0.49712098,0.044133868,0.54178584,1.0435112,0.039906938,-0.08029692,MXB_11619,MXB,MXB,female
28.09034,2.4372897,-53.067917,-0.06582648,-0.21266636,0.91929466,0.4259219,-0.42736256,0.37817454,-0.10450299,MXB_12529,MXB,MXB,male
30.731897,8.625195,-65.25443,-0.00598194,0.53449357,0.40966445,0.37962392,0.20231286,0.7971604,0.6698806,MXB_13075,MXB,MXB,male
28.87475,5.7713976,-50.860764,-0.30628252,-0.25581393,0.68709946,-0.2951553,0.43276212,-1.7661448,0.17658582,MXB_13175,MXB,MXB,female
28.542393,7.9873557,-58.378075,0.47803846,0.025303986,0.74473006,0.31117406,-0.19709602,0.6301833,0.3803564,MXB_15210,MXB,MXB,female
29.031979,8.466566,-59.2119,-0.3854343,-1.3774511,1.0396731,-0.50828975,-0.29137534,-0.104651205,-0.13704966,MXB_15727,MXB,MXB,female
30.318089,9.626576,-62.701046,-0.1256635,-0.87520456,0.2866419,0.2582284,-0.12230963,0.75808406,0.41521913,MXB_15887,MXB,MXB,female
28.667372,3.392867,-50.707897,-0.15254408,0.23989463,-0.06392614,0.61767316,-0.1131298,0.95657474,0.41525826,MXB_160,MXB,MXB,male
31.17672,5.8621693,-60.169376,-0.62091476,0.24760036,-0.05919501,-0.41646793,-1.2178073,0.7005179,0.37201265,MXB_1655,MXB,MXB,male
28.257921,7.9270825,-56.135197,-0.048289105,0.09310597,-0.72541654,0.3430141,-1.1966558,0.7164216,0.1700987,MXB_19262,MXB,MXB,male
32.20795,10.53802,-67.42025,-0.22192836,-0.112687536,0.010902151,-0.49393526,-0.29175073,0.07309597,1.1157454,MXB_19369,MXB,MXB,female
28.715109,10.03018,-59.6228,-0.7924312,0.67199504,1.0907718,1.1306982,0.44530895,0.6627102,-0.8451526,MXB_20305,MXB,MXB,female
28.61404,4.759865,-53.42482,-0.08835377,-0.3836655,0.9257899,0.5352329,1.2564093,0.7303288,0.54307336,MXB_20306,MXB,MXB,female
27.672485,7.8899245,-58.37852,-0.07009626,-0.6892799,0.826989,0.54779595,-0.5262415,0.63187844,0.052253406,MXB_22419,MXB,MXB,male
28.880283,6.7196817,-61.167416,0.519438,-0.035641454,0.46691436,-0.27070922,-0.5474832,0.27485955,0.31249064,MXB_22998,MXB,MXB,female
29.98582,6.625619,-62.40248,-0.15290518,-0.2986332,0.17801602,-0.5393258,0.10219211,-0.13288172,0.7231858,MXB_23094,MXB,MXB,female
26.491474,8.294093,-55.913715,0.3601902,0.32651588,0.3040824,-0.15583473,-0.1600481,0.83029264,-0.5343332,MXB_23097,MXB,MXB,male
29.464035,7.8116045,-62.7073,0.35688648,0.12595361,0.589044,0.77475137,-0.28294718,0.5691766,0.014130283,MXB_24133,MXB,MXB,female
28.255486,4.2842894,-50.79836,0.62410283,0.7401418,-0.090653636,0.30307955,0.21144855,-0.44272983,-0.5259695,MXB_24186,MXB,MXB,female
30.235098,9.826727,-60.746334,0.10540363,0.43343243,0.75993806,0.34083638,0.25702378,-0.5458656,-0.5225472,MXB_24586,MXB,MXB,male
29.676115,7.247655,-57.961906,0.3672556,-0.102914944,-0.13222887,0.26656243,-0.0723475,0.1704559,-0.20135048,MXB_2641,MXB,MXB,female
29.3522,6.1593437,-55.932003,-0.27502555,0.11386667,0.41157928,-0.06797037,-0.65200305,-0.33954027,-0.14542937,MXB_28337,MXB,MXB,male
29.906433,9.105661,-59.788166,0.60026544,0.26983675,-0.003200059,0.06890029,-0.63720787,0.7369203,1.0311624,MXB_28339,MXB,MXB,female
29.304276,2.393212,-59.594814,-0.23561166,-1.1588625,-0.44908082,0.8924445,-0.8320807,0.89542556,0.993715,MXB_28344,MXB,MXB,female
30.290688,10.199726,-66.598816,-0.6237088,-0.8882042,-0.21970636,-0.079744995,-0.9622075,0.010914139,1.0473506,MXB_28452,MXB,MXB,female
29.708271,8.3037815,-59.879734,0.0059584496,-0.33519688,1.0290296,-0.6355124,0.72559845,0.6133304,-0.2154198,MXB_28564,MXB,MXB,female
29.760462,6.326416,-65.01316,0.6423695,-0.42415446,1.0448295,0.22144449,1.0372412,1.878871,-0.70119226,MXB_29762,MXB,MXB,female
28.899374,7.590434,-60.944855,0.6162764,0.9746276,1.1634753,-0.7295774,0.1568331,0.26697308,-0.5746658,MXB_30112,MXB,MXB,female
27.673908,7.148726,-53.630188,0.5162685,0.21662168,0.11066637,0.06470697,-0.23411962,0.19644703,0.7678447,MXB_32325,MXB,MXB,male
29.841156,9.963752,-58.90852,0.033481274,0.1355207,0.14761668,0.5995655,0.18647927,1.392894,0.19429669,MXB_33270,MXB,MXB,male
31.503271,10.672629,-63.452557,0.32484436,0.18143852,1.6727841,-0.3040478,-0.47506636,-0.24778558,-0.3785054,MXB_35177,MXB,MXB,male
26.961393,6.240411,-54.594353,0.1559248,0.5005936,-0.17744496,0.09414613,-0.45353827,0.040879752,0.68976134,MXB_35474,MXB,MXB,female
28.908442,7.2448983,-58.382923,-0.06493772,0.10108433,-0.08662588,0.6532843,-0.017471537,-0.8248679,0.22247805,MXB_35488,MXB,MXB,female
28.442638,5.828225,-60.96612,0.79911536,0.41565076,0.96116275,0.32363582,-0.31244972,-0.35720795,1.222099,MXB_3573,MXB,MXB,male
30.189661,9.086855,-59.977737,1.1324782,0.025014633,1.1533451,-0.342237,-0.14346643,-0.38119793,-0.54875946,MXB_36131,MXB,MXB,female
30.287409,9.206948,-66.31201,1.0145978,0.5015364,0.39055932,-0.08388708,-0.5606104,0.77722394,0.35171673,MXB_37448,MXB,MXB,female
29.3887,8.008186,-59.82266,0.18066062,-0.3661436,0.07051899,0.27242994,-1.972933,0.55886763,0.05263305,MXB_39462,MXB,MXB,female
27.914425,8.388542,-58.347595,0.8391993,0.090321034,0.066808425,-0.08934167,0.1895034,-0.7977326,-0.025517443,MXB_3990,MXB,MXB,female
28.406582,7.7071395,-55.333126,0.22438562,-0.22529742,0.14160411,0.3911411,-0.06310193,0.31687155,-0.15159571,MXB_40340,MXB,MXB,female
19.87095,4.710502,-48.91261,1.356491,-0.47893375,-1.1155834,-0.18460476,-1.3975174,-0.6685486,0.8610049,MXB_40376,MXB,MXB,male
29.291317,10.02495,-59.175518,0.027154908,0.010267135,-0.25118527,0.5734611,0.09248519,0.9965686,0.073859766,MXB_40870,MXB,MXB,female
30.434223,9.105042,-63.735195,0.611681,-0.4139957,-0.09621285,0.7552338,-0.93719345,-0.02352437,0.56457937,MXB_42639,MXB,MXB,female
27.223724,6.7140455,-59.78521,-0.026216077,0.15887988,-0.30182916,0.5667336,0.30369616,1.0858771,-0.18862289,MXB_42990,MXB,MXB,female
29.053728,8.303918,-59.752213,-0.38136476,0.38985634,0.33831134,-0.33469215,0.5598863,0.59066296,-0.3181963,MXB_42994,MXB,MXB,female
28.467756,5.6392455,-58.71443,0.082004696,-0.1057292,0.11928135,-0.73246217,-0.43679768,-0.015889319,0.72835404,MXB_5576,MXB,MXB,female
30.729368,9.948918,-61.475185,0.10677974,0.28049374,0.53783745,-0.09429547,-0.039470926,0.2752821,-0.30497766,MXB_9395,MXB,MXB,female
29.300875,7.5083375,-59.61052,-0.7984325,-0.26418373,-0.011017012,1.0183018,0.3825793,-0.13179998,0.69317406,MXB_9855,MXB,MXB,female
